package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,Car_Cancellation
2.0,3,393.0,,,,01-06-2013 12:30,1,0,01-05-2013 10:29,13.19956,77.70688,,,0
1.0,3,1383.0,,,,01-05-2013 12:30,0,0,01-05-2013 10:51,12.930451,77.685822,,,0
1.0,3,1077.0,,,,01-05-2013 12:00,0,0,01-05-2013 10:53,12.990236,77.586393,,,0
1.0,3,767.0,,,,1/19/2013 11:30,1,0,01-05-2013 11:46,12.9122,77.51043,,,0
2.0,3,293.0,,,,01-05-2013 15:30,0,0,01-05-2013 14:38,12.849482,77.663187,,,0
2.0,3,292.0,,,,01-05-2013 17:45,0,0,01-05-2013 15:36,12.93944,77.62923,,,0
1.0,3,217.0,,,,01-05-2013 19:30,0,0,01-05-2013 17:50,13.0011,77.6235,,,0
1.0,3,25.0,,,,01-05-2013 19:45,0,0,01-05-2013 18:52,12.98059,77.57475,,,0
2.0,3,1056.0,,,,01-06-2013 02:30,0,0,01-06-2013 00:26,12.919199,77.60931,,,0
1.0,3,478.0,,,,01-06-2013 09:30,0,0,01-06-2013 08:12,12.9221,77.55263,,,0
2.0,3,58.0,,,,01-06-2013 12:00,1,0,01-06-2013 08:31,12.88963,77.60119,,,0
1.0,3,450.0,,,,01-06-2013 13:00,0,0,01-06-2013 08:42,12.9334,77.62652,,,0
2.0,3,1077.0,,,,01-06-2013 11:00,0,0,01-06-2013 09:48,12.990236,77.586393,,,0
1.0,3,1383.0,,,,01-07-2013 09:00,0,0,01-06-2013 10:07,12.930451,77.685822,,,0
2.0,3,561.0,,,,01-07-2013 03:30,0,0,01-06-2013 12:07,13.00983,77.62967,,,0
2.0,3,112.0,,,,01-06-2013 15:00,0,0,01-06-2013 13:12,12.93331,77.56666,,,0
2.0,3,689.0,,,,01-06-2013 15:00,0,0,01-06-2013 13:48,12.97672,77.64927,,,0
1.0,3,1246.0,,,,01-06-2013 16:00,0,0,01-06-2013 15:21,12.95158,77.57833,,,0
1.0,3,1085.0,,,,01-06-2013 17:45,0,0,01-06-2013 16:10,12.911942,77.651582,,,0
1.0,3,396.0,,,,01-07-2013 14:00,0,0,01-07-2013 00:41,12.92073,77.66482,,,0
1.0,3,571.0,,,,01-07-2013 10:30,0,0,01-07-2013 07:55,12.95185,77.69642,,,0
1.0,3,142.0,,,,01-07-2013 09:45,0,0,01-07-2013 08:16,12.91281,77.60923,,,0
2.0,3,776.0,,,,01-07-2013 09:30,0,0,01-07-2013 08:24,13.01508,77.67796,,,0
1.0,3,1383.0,,,,01-08-2013 09:15,0,0,01-07-2013 12:10,12.930451,77.685822,,,0
1.0,3,1054.0,,,,01-07-2013 16:00,1,0,01-07-2013 12:34,12.90184,77.581587,,,0
1.0,3,1026.0,,,,01-07-2013 18:00,0,0,01-07-2013 16:16,13.10482,77.57631,,,0
2.0,3,912.0,,,,01-07-2013 17:30,0,0,01-07-2013 16:16,12.92645,77.61206,,,0
2.0,3,1298.0,,,,01-08-2013 09:30,0,0,01-07-2013 16:53,12.879678,77.646355,,,0
1.0,3,293.0,,,,01-07-2013 19:00,1,0,01-07-2013 17:33,12.849482,77.663187,,,0
2.0,3,1010.0,,,,01-08-2013 10:00,0,0,01-07-2013 20:57,12.96691,77.74935,,,0
1.0,3,849.0,,,,01-08-2013 07:45,1,0,01-07-2013 22:17,12.95434,77.60072,,,0
1.0,3,571.0,,,,01-08-2013 09:00,0,0,01-07-2013 22:29,12.95185,77.69642,,,0
1.0,3,585.0,,,,01-08-2013 11:00,1,0,01-08-2013 07:50,12.97677,77.5727,,,0
1.0,3,450.0,,,,01-08-2013 11:30,1,0,01-08-2013 10:30,12.9334,77.62652,,,0
1.0,3,1383.0,,,,01-09-2013 09:15,0,0,01-08-2013 12:09,12.930451,77.685822,,,0
1.0,3,1383.0,,,,01-10-2013 09:00,0,0,01-08-2013 12:10,12.930451,77.685822,,,0
1.0,3,1383.0,,,,01-11-2013 08:00,0,0,01-08-2013 12:13,12.930451,77.685822,,,0
1.0,3,1010.0,,,,01-08-2013 18:00,0,0,01-08-2013 14:36,12.96691,77.74935,,,0
1.0,3,1010.0,,,,01-10-2013 10:00,0,0,01-08-2013 15:06,12.96691,77.74935,,,0
1.0,3,83.0,,,,01-08-2013 16:30,0,0,01-08-2013 15:53,12.92415,77.67229,,,0
1.0,3,115.0,,,,01-08-2013 17:15,0,0,01-08-2013 15:58,12.99319,77.54472,,,0
2.0,3,1294.0,,,,01-10-2013 09:00,0,0,01-08-2013 16:59,12.964653,77.599573,,,0
2.0,3,846.0,,,,01-09-2013 09:00,1,0,01-08-2013 19:41,12.98635,77.58203,,,0
1.0,3,601.0,,,,01-09-2013 08:45,0,0,01-08-2013 20:31,13.02434,77.56593,,,0
2.0,3,1089.0,,,,01-09-2013 14:30,0,0,01-08-2013 21:27,12.99517,77.731147,,,0
1.0,3,625.0,,,,01-08-2013 23:30,0,0,01-08-2013 22:31,12.95431,77.6553,,,0
1.0,3,1237.0,,,,01-09-2013 10:00,0,0,01-09-2013 06:57,12.92645,77.61206,,,0
1.0,3,1169.0,,,,01-09-2013 08:30,0,0,01-09-2013 07:32,13.018523,77.644366,,,0
1.0,3,1083.0,,,,01-09-2013 10:45,0,0,01-09-2013 08:59,12.900648,77.589183,,,0
1.0,3,571.0,,,,01-09-2013 13:15,0,0,01-09-2013 09:17,12.95185,77.69642,,,0
1.0,3,352.0,,,,01-09-2013 11:30,0,0,01-09-2013 09:43,13.03369,77.62821,,,0
2.0,3,1136.0,,,,01-09-2013 12:00,1,0,01-09-2013 10:30,12.99049,77.69798,,,0
2.0,3,502.0,,,,01-09-2013 12:00,0,0,01-09-2013 11:10,12.90084,77.56483,,,0
1.0,3,450.0,,,,01-09-2013 13:15,0,0,01-09-2013 12:13,12.9334,77.62652,,,0
1.0,3,776.0,,,,01-09-2013 18:30,0,0,01-09-2013 16:17,13.01508,77.67796,,,0
1.0,3,1383.0,,,,01-09-2013 18:00,0,0,01-09-2013 16:27,12.930451,77.685822,,,0
1.0,3,590.0,,,,01-10-2013 14:00,0,0,01-09-2013 17:44,13.00826,77.56433,,,0
1.0,3,83.0,,,,01-10-2013 10:00,1,0,01-09-2013 20:17,12.92415,77.67229,,,0
2.0,3,330.0,,,,01-10-2013 06:45,0,0,01-09-2013 20:19,12.858833,77.589127,,,0
2.0,3,1056.0,,,,01-10-2013 21:00,1,0,01-09-2013 21:11,12.919199,77.60931,,,0
2.0,3,112.0,,,,01-10-2013 00:00,0,0,01-09-2013 21:40,12.93331,77.56666,,,0
1.0,3,571.0,,,,01-10-2013 08:30,0,0,01-09-2013 23:01,12.95185,77.69642,,,0
1.0,3,61.0,,,,01-11-2013 00:00,0,0,01-10-2013 00:10,12.96298,77.71229,,,0
2.0,3,572.0,,,,01-10-2013 09:00,0,0,01-10-2013 01:00,12.91873,77.61494,,,0
1.0,3,1390.0,,,,01-10-2013 10:15,1,0,01-10-2013 07:31,12.969368,77.641302,,,0
2.0,3,571.0,,,,01-10-2013 11:00,0,0,01-10-2013 08:17,12.95185,77.69642,,,0
2.0,3,784.0,,,,01-10-2013 10:30,0,0,01-10-2013 09:32,12.96634,77.60709,,,0
2.0,3,540.0,,,,01-10-2013 11:00,0,0,01-10-2013 09:47,12.92768,77.62664,,,0
1.0,3,450.0,,,,01-10-2013 14:00,0,0,01-10-2013 12:35,12.9334,77.62652,,,0
2.0,3,478.0,,,,01-10-2013 14:30,0,0,01-10-2013 13:46,12.9221,77.55263,,,0
2.0,3,974.0,,,,01-11-2013 08:30,0,0,01-10-2013 16:36,13.07557,77.55904,,,0
2.0,3,784.0,,,,01-11-2013 11:00,0,0,01-10-2013 18:37,12.96634,77.60709,,,0
2.0,3,1237.0,,,,01-12-2013 09:00,1,0,01-10-2013 21:14,12.92645,77.61206,,,0
1.0,3,271.0,,,,01-11-2013 18:30,0,0,01-10-2013 22:58,12.95641,77.64076,,,0
2.0,3,1101.0,,,,01-11-2013 01:00,0,0,01-11-2013 00:39,12.93652,77.54481,,,0
1.0,3,112.0,,,,01-11-2013 07:30,0,0,01-11-2013 06:39,12.93331,77.56666,,,0
1.0,3,585.0,,,,01-11-2013 08:45,0,0,01-11-2013 08:03,12.97677,77.5727,,,0
2.0,3,1084.0,,,,01-11-2013 11:00,0,0,01-11-2013 08:11,12.892657,77.581866,,,0
1.0,3,117.0,,,,01-11-2013 11:00,0,0,01-11-2013 08:39,12.86966,77.62737,,,0
1.0,3,1068.0,,,,01-11-2013 21:00,0,0,01-11-2013 08:42,13.044009,77.606805,,,0
2.0,3,296.0,,,,01-11-2013 11:30,0,0,01-11-2013 09:08,12.96662,77.59868,,,0
1.0,3,601.0,,,,01-11-2013 13:00,1,0,01-11-2013 09:38,13.02434,77.56593,,,0
2.0,3,448.0,,,,01-11-2013 12:30,0,0,01-11-2013 09:43,12.92732,77.63575,,,0
2.0,3,540.0,,,,01-11-2013 12:00,1,0,01-11-2013 10:21,12.92768,77.62664,,,0
2.0,3,1323.0,,,,1/13/2013 3:45,0,0,01-11-2013 11:09,12.869805,77.653211,,,0
1.0,3,293.0,,,,01-11-2013 17:15,1,0,01-11-2013 14:52,12.849482,77.663187,,,0
1.0,3,1013.0,,,,01-11-2013 18:00,1,0,01-11-2013 15:06,12.9475,77.65878,,,0
1.0,3,156.0,,,,01-11-2013 18:30,0,0,01-11-2013 15:45,13.02622,77.70143,,,0
2.0,3,693.0,,,,01-11-2013 22:00,0,0,01-11-2013 15:56,12.90868,77.60398,,,0
1.0,3,784.0,,,,01-11-2013 16:45,0,0,01-11-2013 16:14,12.96634,77.60709,,,0
2.0,3,1323.0,,,,01-12-2013 04:00,0,0,01-11-2013 19:27,12.869805,77.653211,,,0
1.0,3,1338.0,,,,01-12-2013 09:00,1,0,01-11-2013 19:39,13.03017,77.56684,,,0
1.0,3,1084.0,,,,01-11-2013 20:45,0,0,01-11-2013 20:15,12.892657,77.581866,,,0
1.0,3,1032.0,,,,01-12-2013 03:15,0,0,01-11-2013 20:54,12.913301,77.685592,,,0
1.0,3,814.0,,,,01-12-2013 08:45,1,0,01-11-2013 23:02,12.908993,77.6889,,,0
2.0,3,83.0,,,,01-12-2013 08:45,1,0,01-11-2013 23:26,12.92415,77.67229,,,0
1.0,3,515.0,,,,01-12-2013 10:15,1,0,01-12-2013 00:03,12.97896,77.67345,,,0
2.0,3,1147.0,,,,01-12-2013 16:00,0,0,01-12-2013 08:48,13.03064,77.6491,,,0
2.0,3,136.0,,,,1/13/2013 9:30,0,0,01-12-2013 09:07,12.90796,77.62418,,,0
2.0,3,1010.0,,,,1/13/2013 3:45,0,0,01-12-2013 09:24,12.96691,77.74935,,,0
2.0,3,219.0,,,,01-12-2013 11:00,0,0,01-12-2013 09:39,12.97029,77.56597,,,0
2.0,3,540.0,,,,01-12-2013 14:00,1,0,01-12-2013 10:25,12.92768,77.62664,,,0
1.0,3,768.0,,,,01-12-2013 12:30,0,0,01-12-2013 11:16,12.98999,77.55332,,,0
1.0,3,767.0,,,,01-12-2013 14:30,0,0,01-12-2013 11:20,12.9122,77.51043,,,0
2.0,3,520.0,,,,01-12-2013 22:30,0,0,01-12-2013 12:11,12.92598,77.61837,,,0
1.0,3,1383.0,,,,01-12-2013 14:30,0,0,01-12-2013 12:40,12.930451,77.685822,,,0
2.0,3,142.0,,,,01-12-2013 13:45,0,0,01-12-2013 12:45,12.91281,77.60923,,,0
1.0,3,355.0,,,,01-12-2013 17:30,1,0,01-12-2013 15:18,12.97539,77.548048,,,0
1.0,3,625.0,,,,01-12-2013 20:00,0,0,01-12-2013 17:23,12.95431,77.6553,,,0
2.0,3,988.0,,,,1/16/2013 9:00,0,0,01-12-2013 17:45,12.95365,77.62137,,,0
2.0,3,988.0,,,,1/17/2013 8:30,0,0,01-12-2013 17:46,12.95365,77.62137,,,0
2.0,3,988.0,,,,1/18/2013 11:00,0,0,01-12-2013 17:47,12.95365,77.62137,,,0
1.0,3,58.0,,,,1/13/2013 9:30,1,0,01-12-2013 18:01,12.88963,77.60119,,,0
1.0,3,1190.0,,,,1/13/2013 9:30,0,0,01-12-2013 18:30,13.03017,77.56684,,,0
1.0,3,1314.0,,,,01-12-2013 19:45,0,0,01-12-2013 18:41,12.973553,77.62179,,,0
1.0,3,1280.0,,,,1/13/2013 5:30,1,0,01-12-2013 19:21,12.966054,77.717837,,,0
2.0,3,571.0,,,,1/13/2013 8:30,0,0,01-12-2013 19:34,12.95185,77.69642,,,0
2.0,3,112.0,,,,01-12-2013 21:45,0,0,01-12-2013 19:56,12.93331,77.56666,,,0
2.0,3,849.0,,,,1/13/2013 8:30,0,0,01-12-2013 20:01,12.95434,77.60072,,,0
1.0,3,1017.0,,,,1/13/2013 10:15,0,0,01-12-2013 20:48,13.11084,77.60074,,,0
2.0,3,358.0,,,,1/14/2013 19:30,0,0,01-12-2013 21:38,13.13785,77.47725,,,1
1.0,3,515.0,,,,1/13/2013 9:00,1,0,01-12-2013 23:13,12.97896,77.67345,,,0
2.0,3,1010.0,,,,1/13/2013 11:00,0,0,01-12-2013 23:48,12.96691,77.74935,,,0
2.0,3,1095.0,,,,1/13/2013 10:45,0,0,1/13/2013 0:43,12.92415,77.67229,,,0
2.0,3,1005.0,,,,1/13/2013 3:30,0,0,1/13/2013 1:02,12.89096,77.60993,,,0
2.0,3,571.0,,,,1/13/2013 14:00,1,0,1/13/2013 6:33,12.95185,77.69642,,,0
2.0,3,83.0,,,,1/13/2013 8:30,0,0,1/13/2013 7:17,12.92415,77.67229,,,0
2.0,3,466.0,,,,1/13/2013 9:15,1,0,1/13/2013 7:57,13.017436,77.64458,,,0
2.0,3,1054.0,,,,1/13/2013 13:00,0,0,1/13/2013 9:45,12.90184,77.581587,,,0
2.0,3,974.0,,,,1/13/2013 13:30,0,0,1/13/2013 10:39,13.07557,77.55904,,,0
1.0,3,580.0,,,,1/13/2013 11:45,0,0,1/13/2013 11:02,12.97038,77.61045,,,0
2.0,3,1281.0,,,,1/13/2013 12:30,0,0,1/13/2013 11:17,12.934634,77.611283,,,0
2.0,3,768.0,,,,1/13/2013 12:30,0,0,1/13/2013 11:44,12.98999,77.55332,,,0
1.0,3,1190.0,,,,1/13/2013 17:00,0,0,1/13/2013 12:44,13.03017,77.56684,,,0
1.0,3,1096.0,,,,1/13/2013 16:00,0,0,1/13/2013 13:05,12.96519,77.71932,,,0
1.0,3,355.0,,,,1/13/2013 18:30,1,0,1/13/2013 14:22,12.97539,77.548048,,,0
2.0,3,1085.0,,,,1/13/2013 16:00,0,0,1/13/2013 15:00,12.911942,77.651582,,,0
1.0,3,1242.0,,,,1/13/2013 18:15,1,0,1/13/2013 15:19,12.98275,77.61582,,,0
1.0,3,410.0,,,,1/13/2013 18:00,0,0,1/13/2013 16:02,13.05121,77.54113,,,0
1.0,3,352.0,,,,1/13/2013 17:45,0,0,1/13/2013 16:58,13.03369,77.62821,,,0
2.0,3,105.0,,,,1/14/2013 3:00,0,0,1/13/2013 20:48,13.01766,77.64503,,,0
2.0,3,1046.0,,,,1/14/2013 10:30,1,0,1/14/2013 0:02,12.940301,77.582756,,,0
2.0,3,571.0,,,,1/14/2013 11:30,1,0,1/14/2013 0:35,12.95185,77.69642,,,0
1.0,3,352.0,,,,1/14/2013 11:30,0,0,1/14/2013 9:37,13.03369,77.62821,,,0
1.0,3,293.0,,,,1/14/2013 13:00,0,0,1/14/2013 10:26,12.849482,77.663187,,,0
1.0,3,1095.0,,,,1/14/2013 12:30,0,0,1/14/2013 10:52,12.92415,77.67229,,,0
2.0,3,1220.0,,,,1/15/2013 9:30,1,0,1/14/2013 11:47,12.98999,77.55332,,,0
1.0,3,849.0,,,,1/14/2013 13:15,0,0,1/14/2013 11:56,12.95434,77.60072,,,0
2.0,3,953.0,,,,1/15/2013 11:30,1,0,1/14/2013 13:06,12.90536,77.54309,,,0
2.0,3,1010.0,,,,1/14/2013 14:00,0,0,1/14/2013 13:30,12.96691,77.74935,,,0
1.0,3,571.0,,,,1/14/2013 19:00,0,0,1/14/2013 18:35,12.95185,77.69642,,,0
2.0,3,1096.0,,,,1/15/2013 6:30,0,0,1/14/2013 21:23,12.96519,77.71932,,,0
1.0,3,689.0,,,,1/15/2013 9:45,0,0,1/15/2013 9:05,12.97672,77.64927,,,0
1.0,3,58.0,,,,1/15/2013 10:30,0,0,1/15/2013 9:20,12.88963,77.60119,,,0
1.0,3,1010.0,,,,1/15/2013 11:45,0,0,1/15/2013 9:27,12.96691,77.74935,,,0
2.0,3,1085.0,,,,1/15/2013 10:30,0,0,1/15/2013 9:28,12.911942,77.651582,,,0
2.0,3,466.0,,,,1/15/2013 12:30,1,0,1/15/2013 9:45,13.017436,77.64458,,,0
2.0,3,1054.0,,,,1/15/2013 14:00,0,0,1/15/2013 11:08,12.90184,77.581587,,,0
1.0,3,1096.0,,,,1/15/2013 16:45,0,0,1/15/2013 11:47,12.96519,77.71932,,,0
2.0,3,393.0,,,,1/16/2013 10:00,1,0,1/15/2013 18:22,13.19956,77.70688,,,0
2.0,3,1281.0,,,,1/16/2013 10:00,0,0,1/15/2013 18:43,12.934634,77.611283,,,0
1.0,3,142.0,,,,1/16/2013 12:00,0,0,1/15/2013 19:54,12.91281,77.60923,,,0
2.0,3,393.0,,,,1/16/2013 8:45,0,0,1/16/2013 5:58,13.19956,77.70688,,,0
1.0,3,61.0,,,,1/16/2013 16:45,0,0,1/16/2013 10:49,12.96298,77.71229,,,0
2.0,3,466.0,,,,1/16/2013 12:15,0,0,1/16/2013 11:24,13.017436,77.64458,,,0
1.0,3,693.0,,,,1/16/2013 15:45,1,0,1/16/2013 12:31,12.90868,77.60398,,,0
1.0,3,58.0,,,,1/16/2013 13:00,0,0,1/16/2013 12:31,12.88963,77.60119,,,0
1.0,3,571.0,,,,1/16/2013 18:45,0,0,1/16/2013 13:49,12.95185,77.69642,,,0
2.0,3,184.0,,,,1/20/2013 3:30,0,0,1/16/2013 14:09,12.95871,77.56337,,,0
1.0,3,1082.0,,,,1/16/2013 17:15,0,0,1/16/2013 16:21,12.870924,77.575879,,,0
1.0,3,363.0,,,,1/17/2013 9:00,0,0,1/16/2013 17:01,12.99287,77.71662,,,0
1.0,3,83.0,,,,1/17/2013 9:30,0,0,1/16/2013 18:01,12.92415,77.67229,,,0
1.0,3,83.0,,,,1/16/2013 18:45,0,0,1/16/2013 18:12,12.92415,77.67229,,,0
2.0,3,1306.0,,,,1/17/2013 10:00,0,0,1/16/2013 19:39,12.976844,77.718582,,,0
2.0,3,451.0,,,,1/17/2013 7:00,1,0,1/16/2013 20:40,12.9739,77.57914,,,0
1.0,3,1095.0,,,,1/17/2013 10:00,0,0,1/16/2013 22:33,12.92415,77.67229,,,0
2.0,3,1091.0,,,,1/17/2013 5:30,0,0,1/16/2013 22:45,12.96124,77.53051,,,0
2.0,3,822.0,,,,1/17/2013 10:00,0,0,1/17/2013 7:48,13.01024,77.58056,,,0
1.0,3,793.0,,,,1/17/2013 9:30,0,0,1/17/2013 8:28,13.02239,77.59492,,,0
1.0,3,824.0,,,,1/17/2013 11:30,0,0,1/17/2013 9:40,13.06557,77.58646,,,0
1.0,3,625.0,,,,1/17/2013 14:30,0,0,1/17/2013 9:42,12.95431,77.6553,,,0
2.0,3,25.0,,,,1/17/2013 11:45,0,0,1/17/2013 11:12,12.98059,77.57475,,,0
1.0,3,977.0,,,,1/17/2013 15:00,0,0,1/17/2013 11:50,12.969933,77.533286,,,0
1.0,3,767.0,,,,1/17/2013 14:30,0,0,1/17/2013 12:28,12.9122,77.51043,,,0
1.0,3,296.0,,,,1/17/2013 13:15,0,0,1/17/2013 12:36,12.96662,77.59868,,,0
2.0,3,455.0,,,,1/17/2013 13:45,0,0,1/17/2013 13:10,12.999874,77.67812,,,0
2.0,3,590.0,,,,1/17/2013 14:00,0,0,1/17/2013 13:13,13.00826,77.56433,,,0
1.0,3,1272.0,,,,1/17/2013 19:00,0,0,1/17/2013 13:18,12.950339,77.698798,,,0
1.0,3,585.0,,,,1/17/2013 18:30,0,0,1/17/2013 13:45,12.97677,77.5727,,,0
1.0,3,1281.0,,,,1/17/2013 16:00,0,0,1/17/2013 15:16,12.934634,77.611283,,,0
2.0,3,784.0,,,,1/22/2013 9:00,0,0,1/17/2013 16:54,12.96634,77.60709,,,0
2.0,3,1041.0,,,,1/17/2013 20:00,1,0,1/17/2013 18:01,12.974408,77.6648,,,0
1.0,3,1095.0,,,,1/19/2013 10:00,1,0,1/17/2013 20:23,12.92415,77.67229,,,0
1.0,3,85.0,,,,1/18/2013 11:30,0,0,1/17/2013 20:58,12.95755,77.71803,,,0
1.0,3,571.0,,,,1/19/2013 9:00,0,0,1/17/2013 21:30,12.95185,77.69642,,,0
2.0,3,625.0,,,,1/18/2013 8:30,0,0,1/17/2013 23:05,12.95431,77.6553,,,0
2.0,3,393.0,,,,1/19/2013 12:00,1,0,1/17/2013 23:12,13.19956,77.70688,,,0
2.0,3,1349.0,,,,1/18/2013 9:45,0,0,1/18/2013 8:46,12.993686,77.587527,,,0
2.0,3,949.0,,,,1/18/2013 11:00,1,0,1/18/2013 9:42,12.98275,77.61582,,,0
2.0,3,936.0,,,,1/18/2013 13:45,0,0,1/18/2013 12:36,12.97251,77.61954,,,0
2.0,3,936.0,,,,1/18/2013 13:45,0,0,1/18/2013 12:39,12.97251,77.61954,,,0
2.0,3,571.0,,,,1/19/2013 0:30,0,0,1/18/2013 18:50,12.95185,77.69642,,,0
2.0,3,1008.0,,,,1/18/2013 23:00,1,0,1/18/2013 19:35,12.99176,77.55087,,,0
1.0,3,1068.0,,,,1/19/2013 8:45,1,0,1/18/2013 20:38,13.044009,77.606805,,,0
2.0,3,92.0,,,,1/19/2013 15:30,0,0,1/18/2013 22:41,12.99569,77.6835,,,0
2.0,3,516.0,,,,1/19/2013 6:00,0,0,1/18/2013 22:48,13.0056,77.65799,,,0
2.0,3,1086.0,,,,1/19/2013 9:00,1,0,1/18/2013 23:05,12.907487,77.64729,,,0
2.0,3,1147.0,,,,1/19/2013 13:00,1,0,1/19/2013 0:36,13.03064,77.6491,,,0
2.0,3,571.0,,,,1/19/2013 10:30,0,0,1/19/2013 8:14,12.95185,77.69642,,,0
2.0,3,667.0,,,,1/19/2013 10:00,0,0,1/19/2013 9:14,12.97165,77.51316,,,0
1.0,3,601.0,,,,1/19/2013 10:30,0,0,1/19/2013 9:21,13.02434,77.56593,,,0
1.0,3,1163.0,,,,1/19/2013 10:30,0,0,1/19/2013 9:58,13.00794,77.7329,,,0
1.0,3,689.0,,,,1/19/2013 14:00,0,0,1/19/2013 10:13,12.97672,77.64927,,,0
1.0,3,1338.0,,,,1/19/2013 18:30,1,0,1/19/2013 11:29,13.03017,77.56684,,,0
1.0,3,776.0,,,,1/19/2013 12:45,0,0,1/19/2013 12:08,13.01508,77.67796,,,0
2.0,3,590.0,,,,1/19/2013 14:30,0,0,1/19/2013 12:34,13.00826,77.56433,,,0
1.0,3,293.0,,,,1/20/2013 18:30,0,0,1/19/2013 14:04,12.849482,77.663187,,,0
2.0,3,1338.0,,,,1/20/2013 10:30,1,0,1/19/2013 14:21,13.03017,77.56684,,,0
1.0,3,689.0,,,,1/20/2013 6:15,1,0,1/19/2013 14:32,12.97672,77.64927,,,0
2.0,3,1239.0,,,,1/20/2013 14:30,1,0,1/19/2013 15:47,12.97251,77.61954,,,0
